Crop,District,Date,Price
Onion,Bidar,2025-11-12,28.32
Onion,Vijayapura,2025-11-12,28.07
Onion,Bagalkot,2025-11-12,30.59
Onion,Belagavi,2025-11-12,28.71
Onion,Dharwad,2025-11-12,31.95
Onion,Gadag,2025-11-12,30.65
Onion,Haveri,2025-11-12,28.4
Potato,Bangalore Urban,2025-11-12,27.84
Potato,Bangalore Rural,2025-11-12,24.49
Potato,Mysuru,2025-11-12,26.04
Potato,Mandya,2025-11-12,28.92
Potato,Tumakuru,2025-11-12,30.2
Potato,Kolar,2025-11-12,27.41
Potato,Chikkaballapur,2025-11-12,26.97
Potato,Ramanagara,2025-11-12,23.53
Potato,Hassan,2025-11-12,24.53
Potato,Chikkamagaluru,2025-11-12,25.2
Potato,Kodagu,2025-11-12,25.18
Potato,Dakshina Kannada,2025-11-12,25.43
Potato,Udupi,2025-11-12,26.77
Potato,Uttara Kannada,2025-11-12,25.94
Potato,Shivamogga,2025-11-12,27.86
Potato,Davangere,2025-11-12,26.57
Potato,Chitradurga,2025-11-12,30.47
Potato,Ballari,2025-11-12,22.54
Potato,Koppal,2025-11-12,24.94
Potato,Raichur,2025-11-12,25.9
Potato,Kalaburagi,2025-11-12,25.78
Potato,Yadgir,2025-11-12,25.89
Potato,Bidar,2025-11-12,26.26
Potato,Vijayapura,2025-11-12,26.47
Potato,Bagalkot,2025-11-12,24.8
Potato,Belagavi,2025-11-12,30.16
Potato,Dharwad,2025-11-12,28.82
Potato,Gadag,2025-11-12,30.42
Potato,Haveri,2025-11-12,26.22
Chilli,Bangalore Urban,2025-11-12,109.07
Chilli,Bangalore Rural,2025-11-12,109.17
Chilli,Mysuru,2025-11-12,115.55
Chilli,Mandya,2025-11-12,98.89
Chilli,Tumakuru,2025-11-12,106.86
Chilli,Kolar,2025-11-12,118.05
Chilli,Chikkaballapur,2025-11-12,117.6
Chilli,Ramanagara,2025-11-12,110.04
Chilli,Hassan,2025-11-12,120.51
Chilli,Chikkamagaluru,2025-11-12,113.22
Chilli,Kodagu,2025-11-12,113.28
Chilli,Dakshina Kannada,2025-11-12,103.42
Chilli,Udupi,2025-11-12,110.37
Chilli,Uttara Kannada,2025-11-12,106.59
Chilli,Shivamogga,2025-11-12,122.11
Chilli,Davangere,2025-11-12,101.21
Chilli,Chitradurga,2025-11-12,112.0
Chilli,Ballari,2025-11-12,121.04
Chilli,Koppal,2025-11-12,106.66
Chilli,Raichur,2025-11-12,115.13
Chilli,Kalaburagi,2025-11-12,101.87
Chilli,Yadgir,2025-11-12,111.13
Chilli,Bidar,2025-11-12,114.94
Chilli,Vijayapura,2025-11-12,119.06
Chilli,Bagalkot,2025-11-12,111.8
Chilli,Belagavi,2025-11-12,97.35
Chilli,Dharwad,2025-11-12,81.58
Chilli,Gadag,2025-11-12,107.35
Chilli,Haveri,2025-11-12,116.23
Beans,Bangalore Urban,2025-11-12,58.83
Beans,Bangalore Rural,2025-11-12,53.35
Beans,Mysuru,2025-11-12,53.67
Beans,Mandya,2025-11-12,50.39
Beans,Tumakuru,2025-11-12,55.23
Beans,Kolar,2025-11-12,54.99
Beans,Chikkaballapur,2025-11-12,57.31
Beans,Ramanagara,2025-11-12,61.1
Beans,Hassan,2025-11-12,57.15
Beans,Chikkamagaluru,2025-11-12,57.77
Beans,Kodagu,2025-11-12,47.84
Beans,Dakshina Kannada,2025-11-12,62.57
Beans,Udupi,2025-11-12,63.11
Beans,Uttara Kannada,2025-11-12,54.79
Beans,Shivamogga,2025-11-12,56.35
Beans,Davangere,2025-11-12,52.09
Beans,Chitradurga,2025-11-12,56.4
Beans,Ballari,2025-11-12,54.66
Beans,Koppal,2025-11-12,58.22
Beans,Raichur,2025-11-12,57.34
Beans,Kalaburagi,2025-11-12,59.58
Beans,Yadgir,2025-11-12,42.4
Beans,Bidar,2025-11-12,51.66
Beans,Vijayapura,2025-11-12,53.19
Beans,Bagalkot,2025-11-12,50.3
Beans,Belagavi,2025-11-12,57.68
Beans,Dharwad,2025-11-12,52.97
Beans,Gadag,2025-11-12,61.89
Beans,Haveri,2025-11-12,53.57
Cabbage,Bangalore Urban,2025-11-12,26.54
Cabbage,Bangalore Rural,2025-11-12,20.34
Cabbage,Mysuru,2025-11-12,26.03
Cabbage,Mandya,2025-11-12,23.04
Cabbage,Tumakuru,2025-11-12,23.69
Cabbage,Kolar,2025-11-12,27.13
Cabbage,Chikkaballapur,2025-11-12,21.99
Cabbage,Ramanagara,2025-11-12,20.54
Cabbage,Hassan,2025-11-12,23.99
Cabbage,Chikkamagaluru,2025-11-12,24.96
Cabbage,Kodagu,2025-11-12,26.78
Cabbage,Dakshina Kannada,2025-11-12,23.8
Cabbage,Udupi,2025-11-12,23.55
Cabbage,Uttara Kannada,2025-11-12,21.76
Cabbage,Shivamogga,2025-11-12,24.3
Cabbage,Davangere,2025-11-12,24.15
Cabbage,Chitradurga,2025-11-12,23.38
Cabbage,Ballari,2025-11-12,23.58
Cabbage,Koppal,2025-11-12,22.07
Cabbage,Raichur,2025-11-12,23.06
Cabbage,Kalaburagi,2025-11-12,21.68
Cabbage,Yadgir,2025-11-12,26.46
Cabbage,Bidar,2025-11-12,21.94
Cabbage,Vijayapura,2025-11-12,23.7
Cabbage,Bagalkot,2025-11-12,21.7
Cabbage,Belagavi,2025-11-12,25.98
Cabbage,Dharwad,2025-11-12,25.28
Cabbage,Gadag,2025-11-12,21.85
Cabbage,Haveri,2025-11-12,22.58
Cauliflower,Bangalore Urban,2025-11-12,31.53
Cauliflower,Bangalore Rural,2025-11-12,28.46
Cauliflower,Mysuru,2025-11-12,31.12
Cauliflower,Mandya,2025-11-12,32.3
Cauliflower,Tumakuru,2025-11-12,32.48
Cauliflower,Kolar,2025-11-12,33.49
Cauliflower,Chikkaballapur,2025-11-12,35.06
Cauliflower,Ramanagara,2025-11-12,29.26
Cauliflower,Hassan,2025-11-12,28.44
Cauliflower,Chikkamagaluru,2025-11-12,36.1
Cauliflower,Kodagu,2025-11-12,28.39
Cauliflower,Dakshina Kannada,2025-11-12,27.93
Cauliflower,Udupi,2025-11-12,29.86
Cauliflower,Uttara Kannada,2025-11-12,32.87
Cauliflower,Shivamogga,2025-11-12,27.62
Cauliflower,Davangere,2025-11-12,34.17
Cauliflower,Chitradurga,2025-11-12,27.24
Cauliflower,Ballari,2025-11-12,29.84
Cauliflower,Koppal,2025-11-12,33.67
Cauliflower,Raichur,2025-11-12,31.85
Cauliflower,Kalaburagi,2025-11-12,28.41
Cauliflower,Yadgir,2025-11-12,35.75
Cauliflower,Bidar,2025-11-12,32.55
Cauliflower,Vijayapura,2025-11-12,33.15
Cauliflower,Bagalkot,2025-11-12,27.1
Cauliflower,Belagavi,2025-11-12,34.72
Cauliflower,Dharwad,2025-11-12,30.53
Cauliflower,Gadag,2025-11-12,33.16
Cauliflower,Haveri,2025-11-12,29.87
Carrot,Bangalore Urban,2025-11-12,32.43
Carrot,Bangalore Rural,2025-11-12,39.39
Carrot,Mysuru,2025-11-12,37.41
Carrot,Mandya,2025-11-12,36.41
Carrot,Tumakuru,2025-11-12,35.91
Carrot,Kolar,2025-11-12,40.05
Carrot,Chikkaballapur,2025-11-12,33.26
Carrot,Ramanagara,2025-11-12,40.71
Carrot,Hassan,2025-11-12,34.84
Carrot,Chikkamagaluru,2025-11-12,34.87
Carrot,Kodagu,2025-11-12,39.06
Carrot,Dakshina Kannada,2025-11-12,41.92
Carrot,Udupi,2025-11-12,36.91
Carrot,Uttara Kannada,2025-11-12,35.9
Carrot,Shivamogga,2025-11-12,29.64
Carrot,Davangere,2025-11-12,34.68
Carrot,Chitradurga,2025-11-12,38.47
Carrot,Ballari,2025-11-12,36.81
Carrot,Koppal,2025-11-12,34.67
Carrot,Raichur,2025-11-12,36.16
Carrot,Kalaburagi,2025-11-12,37.09
Carrot,Yadgir,2025-11-12,34.53
Carrot,Bidar,2025-11-12,39.83
Carrot,Vijayapura,2025-11-12,35.11
Carrot,Bagalkot,2025-11-12,36.23
Carrot,Belagavi,2025-11-12,32.8
Carrot,Dharwad,2025-11-12,33.63
Carrot,Gadag,2025-11-12,36.4
Carrot,Haveri,2025-11-12,38.43
Brinjal,Bangalore Urban,2025-11-12,42.13
Brinjal,Bangalore Rural,2025-11-12,41.05
Brinjal,Mysuru,2025-11-12,36.72
Brinjal,Mandya,2025-11-12,39.44
Brinjal,Tumakuru,2025-11-12,38.62
Brinjal,Kolar,2025-11-12,36.09
Brinjal,Chikkaballapur,2025-11-12,33.8
Brinjal,Ramanagara,2025-11-12,31.4
Brinjal,Hassan,2025-11-12,34.36
Brinjal,Chikkamagaluru,2025-11-12,37.88
Brinjal,Kodagu,2025-11-12,36.88
Brinjal,Dakshina Kannada,2025-11-12,39.26
Brinjal,Udupi,2025-11-12,39.09
Brinjal,Uttara Kannada,2025-11-12,44.35
Brinjal,Shivamogga,2025-11-12,39.23
Brinjal,Davangere,2025-11-12,42.57
Brinjal,Chitradurga,2025-11-12,35.35
Brinjal,Ballari,2025-11-12,36.54
Brinjal,Koppal,2025-11-12,40.68
Brinjal,Raichur,2025-11-12,33.79
Brinjal,Kalaburagi,2025-11-12,40.16
Brinjal,Yadgir,2025-11-12,39.79
Brinjal,Bidar,2025-11-12,39.95
Brinjal,Vijayapura,2025-11-12,40.04
Brinjal,Bagalkot,2025-11-12,40.49
Brinjal,Belagavi,2025-11-12,43.35
Brinjal,Dharwad,2025-11-12,32.99
Brinjal,Gadag,2025-11-12,44.21
Brinjal,Haveri,2025-11-12,41.1
Capsicum,Bangalore Urban,2025-11-12,72.07
Capsicum,Bangalore Rural,2025-11-12,79.41
Capsicum,Mysuru,2025-11-12,79.51
Capsicum,Mandya,2025-11-12,72.36
Capsicum,Tumakuru,2025-11-12,70.0
Capsicum,Kolar,2025-11-12,85.84
Capsicum,Chikkaballapur,2025-11-12,65.77
Capsicum,Ramanagara,2025-11-12,80.54
Capsicum,Hassan,2025-11-12,87.53
Capsicum,Chikkamagaluru,2025-11-12,88.07
Capsicum,Kodagu,2025-11-12,68.97
Capsicum,Dakshina Kannada,2025-11-12,77.45
Capsicum,Udupi,2025-11-12,77.59
Capsicum,Uttara Kannada,2025-11-12,79.11
Capsicum,Shivamogga,2025-11-12,75.65
Capsicum,Davangere,2025-11-12,68.86
Capsicum,Chitradurga,2025-11-12,74.55
Capsicum,Ballari,2025-11-12,79.0
Capsicum,Koppal,2025-11-12,66.36
Capsicum,Raichur,2025-11-12,70.56
Capsicum,Kalaburagi,2025-11-12,90.76
Capsicum,Yadgir,2025-11-12,68.77
Capsicum,Bidar,2025-11-12,65.23
Capsicum,Vijayapura,2025-11-12,68.97
Capsicum,Bagalkot,2025-11-12,85.52
Capsicum,Belagavi,2025-11-12,74.43
Capsicum,Dharwad,2025-11-12,83.06
Capsicum,Gadag,2025-11-12,62.61
Capsicum,Haveri,2025-11-12,81.58
Cotton,Bangalore Urban,2025-11-12,59.34
Cotton,Bangalore Rural,2025-11-12,59.94
Cotton,Mysuru,2025-11-12,65.77
Cotton,Mandya,2025-11-12,66.28
Cotton,Tumakuru,2025-11-12,54.67
Cotton,Kolar,2025-11-12,55.48
Cotton,Chikkaballapur,2025-11-12,59.36
Cotton,Ramanagara,2025-11-12,68.28
Cotton,Hassan,2025-11-12,67.89
Cotton,Chikkamagaluru,2025-11-12,66.45
Cotton,Kodagu,2025-11-12,62.91
Cotton,Dakshina Kannada,2025-11-12,59.87
Cotton,Udupi,2025-11-12,66.24
Cotton,Uttara Kannada,2025-11-12,63.22
Cotton,Shivamogga,2025-11-12,57.61
Cotton,Davangere,2025-11-12,56.29
Cotton,Chitradurga,2025-11-12,61.12
Cotton,Ballari,2025-11-12,59.55
Cotton,Koppal,2025-11-12,53.87
Cotton,Raichur,2025-11-12,70.68
Cotton,Kalaburagi,2025-11-12,65.01
Cotton,Yadgir,2025-11-12,62.21
Cotton,Bidar,2025-11-12,65.89
Cotton,Vijayapura,2025-11-12,57.29
Cotton,Bagalkot,2025-11-12,72.14
Cotton,Belagavi,2025-11-12,53.96
Cotton,Dharwad,2025-11-12,76.49
Cotton,Gadag,2025-11-12,57.3
Cotton,Haveri,2025-11-12,63.08
Sugarcane,Bangalore Urban,2025-11-12,5.68
Sugarcane,Bangalore Rural,2025-11-12,5.46
Sugarcane,Mysuru,2025-11-12,6.12
Sugarcane,Mandya,2025-11-12,5.61
Sugarcane,Tumakuru,2025-11-12,5.45
Sugarcane,Kolar,2025-11-12,5.4
Sugarcane,Chikkaballapur,2025-11-12,5.59
Sugarcane,Ramanagara,2025-11-12,4.97
Sugarcane,Hassan,2025-11-12,6.19
Sugarcane,Chikkamagaluru,2025-11-12,5.2
Sugarcane,Kodagu,2025-11-12,5.81
Sugarcane,Dakshina Kannada,2025-11-12,5.45
Sugarcane,Udupi,2025-11-12,4.89
Sugarcane,Uttara Kannada,2025-11-12,5.27
Sugarcane,Shivamogga,2025-11-12,4.42
Sugarcane,Davangere,2025-11-12,4.86
Sugarcane,Chitradurga,2025-11-12,6.12
Sugarcane,Ballari,2025-11-12,4.92
Sugarcane,Koppal,2025-11-12,6.53
Sugarcane,Raichur,2025-11-12,6.02
Sugarcane,Kalaburagi,2025-11-12,5.31
Sugarcane,Yadgir,2025-11-12,5.52
Sugarcane,Bidar,2025-11-12,5.93
Sugarcane,Vijayapura,2025-11-12,5.5
Sugarcane,Bagalkot,2025-11-12,5.42
Sugarcane,Belagavi,2025-11-12,5.69
Sugarcane,Dharwad,2025-11-12,5.77
Sugarcane,Gadag,2025-11-12,5.63
Sugarcane,Haveri,2025-11-12,5.59
Maize,Bangalore Urban,2025-11-12,18.86
Maize,Bangalore Rural,2025-11-12,20.81
Maize,Mysuru,2025-11-12,22.14
Maize,Mandya,2025-11-12,18.13
Maize,Tumakuru,2025-11-12,18.84
Maize,Kolar,2025-11-12,22.27
Maize,Chikkaballapur,2025-11-12,17.86
Maize,Ramanagara,2025-11-12,19.72
Maize,Hassan,2025-11-12,18.09
Maize,Chikkamagaluru,2025-11-12,20.59
Maize,Kodagu,2025-11-12,17.61
Maize,Dakshina Kannada,2025-11-12,18.54
Maize,Udupi,2025-11-12,21.22
Maize,Uttara Kannada,2025-11-12,21.03
Maize,Shivamogga,2025-11-12,21.63
Maize,Davangere,2025-11-12,19.51
Maize,Chitradurga,2025-11-12,20.48
Maize,Ballari,2025-11-12,20.41
Maize,Koppal,2025-11-12,16.78
Maize,Raichur,2025-11-12,21.52
Maize,Kalaburagi,2025-11-12,21.59
Maize,Yadgir,2025-11-12,18.5
Maize,Bidar,2025-11-12,19.36
Maize,Vijayapura,2025-11-12,21.2
Maize,Bagalkot,2025-11-12,17.78
Maize,Belagavi,2025-11-12,20.04
Maize,Dharwad,2025-11-12,20.43
Maize,Gadag,2025-11-12,20.17
Maize,Haveri,2025-11-12,21.13
Rice,Bangalore Urban,2025-11-12,24.77
Rice,Bangalore Rural,2025-11-12,27.1
Rice,Mysuru,2025-11-12,25.87
Rice,Mandya,2025-11-12,27.52
Rice,Tumakuru,2025-11-12,27.24
Rice,Kolar,2025-11-12,25.01
Rice,Chikkaballapur,2025-11-12,25.49
Rice,Ramanagara,2025-11-12,26.83
Rice,Hassan,2025-11-12,28.43
Rice,Chikkamagaluru,2025-11-12,25.52
Rice,Kodagu,2025-11-12,23.95
Rice,Dakshina Kannada,2025-11-12,28.43
Rice,Udupi,2025-11-12,27.43
Rice,Uttara Kannada,2025-11-12,27.32
Rice,Shivamogga,2025-11-12,25.42
Rice,Davangere,2025-11-12,28.07
Rice,Chitradurga,2025-11-12,26.68
Rice,Ballari,2025-11-12,21.91
Rice,Koppal,2025-11-12,27.2
Rice,Raichur,2025-11-12,23.64
Rice,Kalaburagi,2025-11-12,24.91
Rice,Yadgir,2025-11-12,27.19
Rice,Bidar,2025-11-12,25.86
Rice,Vijayapura,2025-11-12,25.78
Rice,Bagalkot,2025-11-12,24.58
Rice,Belagavi,2025-11-12,24.2
Rice,Dharwad,2025-11-12,23.36
Rice,Gadag,2025-11-12,24.07
Rice,Haveri,2025-11-12,28.26
Wheat,Bangalore Urban,2025-11-12,26.27
Wheat,Bangalore Rural,2025-11-12,22.65
Wheat,Mysuru,2025-11-12,21.49
Wheat,Mandya,2025-11-12,21.65
Wheat,Tumakuru,2025-11-12,21.56
Wheat,Kolar,2025-11-12,23.53
Wheat,Chikkaballapur,2025-11-12,23.55
Wheat,Ramanagara,2025-11-12,21.84
Wheat,Hassan,2025-11-12,21.95
Wheat,Chikkamagaluru,2025-11-12,26.74
Wheat,Kodagu,2025-11-12,20.24
Wheat,Dakshina Kannada,2025-11-12,23.18
Wheat,Udupi,2025-11-12,23.7
Wheat,Uttara Kannada,2025-11-12,23.51
Wheat,Shivamogga,2025-11-12,23.04
Wheat,Davangere,2025-11-12,22.68
Wheat,Chitradurga,2025-11-12,22.6
Wheat,Ballari,2025-11-12,23.85
Wheat,Koppal,2025-11-12,24.22
Wheat,Raichur,2025-11-12,26.64
Wheat,Kalaburagi,2025-11-12,19.62
Wheat,Yadgir,2025-11-12,25.59
Wheat,Bidar,2025-11-12,23.5
Wheat,Vijayapura,2025-11-12,20.89
Wheat,Bagalkot,2025-11-12,24.64
Wheat,Belagavi,2025-11-12,21.94
Wheat,Dharwad,2025-11-12,22.44
Wheat,Gadag,2025-11-12,25.06
Wheat,Haveri,2025-11-12,26.23
Ragi,Bangalore Urban,2025-11-12,28.61
Ragi,Bangalore Rural,2025-11-12,27.13
Ragi,Mysuru,2025-11-12,29.61
Ragi,Mandya,2025-11-12,28.72
Ragi,Tumakuru,2025-11-12,28.65
Ragi,Kolar,2025-11-12,25.59
Ragi,Chikkaballapur,2025-11-12,28.31
Ragi,Ramanagara,2025-11-12,28.03
Ragi,Hassan,2025-11-12,26.39
Ragi,Chikkamagaluru,2025-11-12,26.55
Ragi,Kodagu,2025-11-12,28.82
Ragi,Dakshina Kannada,2025-11-12,27.23
Ragi,Udupi,2025-11-12,25.74
Ragi,Uttara Kannada,2025-11-12,26.6
Ragi,Shivamogga,2025-11-12,23.97
Ragi,Davangere,2025-11-12,27.87
Ragi,Chitradurga,2025-11-12,28.72
Ragi,Ballari,2025-11-12,30.57
Ragi,Koppal,2025-11-12,26.63
Ragi,Raichur,2025-11-12,26.11
Ragi,Kalaburagi,2025-11-12,25.24
Ragi,Yadgir,2025-11-12,24.25
Ragi,Bidar,2025-11-12,26.25
Ragi,Vijayapura,2025-11-12,24.77
Ragi,Bagalkot,2025-11-12,28.37
Ragi,Belagavi,2025-11-12,27.45
Ragi,Dharwad,2025-11-12,28.31
Ragi,Gadag,2025-11-12,31.87
Ragi,Haveri,2025-11-12,25.3
Groundnut,Bangalore Urban,2025-11-12,50.65
Groundnut,Bangalore Rural,2025-11-12,52.74
Groundnut,Mysuru,2025-11-12,51.9
Groundnut,Mandya,2025-11-12,45.73
Groundnut,Tumakuru,2025-11-12,49.13
Groundnut,Kolar,2025-11-12,47.05
Groundnut,Chikkaballapur,2025-11-12,53.33
Groundnut,Ramanagara,2025-11-12,49.72
Groundnut,Hassan,2025-11-12,52.36
Groundnut,Chikkamagaluru,2025-11-12,53.85
Groundnut,Kodagu,2025-11-12,53.09
Groundnut,Dakshina Kannada,2025-11-12,50.5
Groundnut,Udupi,2025-11-12,46.43
Groundnut,Uttara Kannada,2025-11-12,50.59
Groundnut,Shivamogga,2025-11-12,50.17
Groundnut,Davangere,2025-11-12,52.55
Groundnut,Chitradurga,2025-11-12,48.59
Groundnut,Ballari,2025-11-12,54.18
Groundnut,Koppal,2025-11-12,56.0
Groundnut,Raichur,2025-11-12,46.63
Groundnut,Kalaburagi,2025-11-12,54.09
Groundnut,Yadgir,2025-11-12,45.85
Groundnut,Bidar,2025-11-12,60.28
Groundnut,Vijayapura,2025-11-12,50.29
Groundnut,Bagalkot,2025-11-12,49.39
Groundnut,Belagavi,2025-11-12,46.95
Groundnut,Dharwad,2025-11-12,44.7
Groundnut,Gadag,2025-11-12,45.79
Groundnut,Haveri,2025-11-12,54.28
Sunflower,Bangalore Urban,2025-11-12,39.11
Sunflower,Bangalore Rural,2025-11-12,40.6
Sunflower,Mysuru,2025-11-12,41.58
Sunflower,Mandya,2025-11-12,40.42
Sunflower,Tumakuru,2025-11-12,35.75
Sunflower,Kolar,2025-11-12,42.23
Sunflower,Chikkaballapur,2025-11-12,43.98
Sunflower,Ramanagara,2025-11-12,36.45
Sunflower,Hassan,2025-11-12,41.5
Sunflower,Chikkamagaluru,2025-11-12,35.43
Sunflower,Kodagu,2025-11-12,36.3
Sunflower,Dakshina Kannada,2025-11-12,46.56
Sunflower,Udupi,2025-11-12,45.14
Sunflower,Uttara Kannada,2025-11-12,44.32
Sunflower,Shivamogga,2025-11-12,34.91
Sunflower,Davangere,2025-11-12,37.82
Sunflower,Chitradurga,2025-11-12,39.73
Sunflower,Ballari,2025-11-12,45.48
Sunflower,Koppal,2025-11-12,39.69
Sunflower,Raichur,2025-11-12,43.26
Sunflower,Kalaburagi,2025-11-12,46.15
Sunflower,Yadgir,2025-11-12,37.29
Sunflower,Bidar,2025-11-12,41.77
Sunflower,Vijayapura,2025-11-12,42.71
Sunflower,Bagalkot,2025-11-12,44.96
Sunflower,Belagavi,2025-11-12,44.51
Sunflower,Dharwad,2025-11-12,38.72
Sunflower,Gadag,2025-11-12,35.65
Sunflower,Haveri,2025-11-12,41.05
Turmeric,Bangalore Urban,2025-11-12,111.6
Turmeric,Bangalore Rural,2025-11-12,132.59
Turmeric,Mysuru,2025-11-12,106.55
Turmeric,Mandya,2025-11-12,142.01
Turmeric,Tumakuru,2025-11-12,131.38
Turmeric,Kolar,2025-11-12,121.96
Turmeric,Chikkaballapur,2025-11-12,126.59
Turmeric,Ramanagara,2025-11-12,112.03
Turmeric,Hassan,2025-11-12,132.52
Turmeric,Chikkamagaluru,2025-11-12,133.16
Turmeric,Kodagu,2025-11-12,146.66
Turmeric,Dakshina Kannada,2025-11-12,138.96
Turmeric,Udupi,2025-11-12,139.86
Turmeric,Uttara Kannada,2025-11-12,134.39
Turmeric,Shivamogga,2025-11-12,126.94
Turmeric,Davangere,2025-11-12,138.43
Turmeric,Chitradurga,2025-11-12,124.74
Turmeric,Ballari,2025-11-12,125.14
Turmeric,Koppal,2025-11-12,115.32
Turmeric,Raichur,2025-11-12,128.31
Turmeric,Kalaburagi,2025-11-12,125.6
Turmeric,Yadgir,2025-11-12,121.28
Turmeric,Bidar,2025-11-12,138.98
Turmeric,Vijayapura,2025-11-12,125.23
Turmeric,Bagalkot,2025-11-12,129.22
Turmeric,Belagavi,2025-11-12,128.73
Turmeric,Dharwad,2025-11-12,134.71
Turmeric,Gadag,2025-11-12,142.93
Turmeric,Haveri,2025-11-12,131.41
Ginger,Bangalore Urban,2025-11-12,144.89
Ginger,Bangalore Rural,2025-11-12,150.16
Ginger,Mysuru,2025-11-12,160.19
Ginger,Mandya,2025-11-12,141.89
Ginger,Tumakuru,2025-11-12,138.53
Ginger,Kolar,2025-11-12,142.59
Ginger,Chikkaballapur,2025-11-12,155.26
Ginger,Ramanagara,2025-11-12,159.24
Ginger,Hassan,2025-11-12,157.03
Ginger,Chikkamagaluru,2025-11-12,158.85
Ginger,Kodagu,2025-11-12,153.41
Ginger,Dakshina Kannada,2025-11-12,153.47
Ginger,Udupi,2025-11-12,170.41
Ginger,Uttara Kannada,2025-11-12,133.87
Ginger,Shivamogga,2025-11-12,149.25
Ginger,Davangere,2025-11-12,151.08
Ginger,Chitradurga,2025-11-12,167.23
Ginger,Ballari,2025-11-12,129.29
Ginger,Koppal,2025-11-12,153.24
Ginger,Raichur,2025-11-12,154.94
Ginger,Kalaburagi,2025-11-12,144.89
Ginger,Yadgir,2025-11-12,167.84
Ginger,Bidar,2025-11-12,148.05
Ginger,Vijayapura,2025-11-12,149.28
Ginger,Bagalkot,2025-11-12,153.85
Ginger,Belagavi,2025-11-12,159.99
Ginger,Dharwad,2025-11-12,138.44
Ginger,Gadag,2025-11-12,162.07
Ginger,Haveri,2025-11-12,139.73
Tomato,Bangalore Urban,2025-11-13,35.53
Tomato,Bangalore Rural,2025-11-13,36.97
Tomato,Mysuru,2025-11-13,35.11
Tomato,Mandya,2025-11-13,32.56
Tomato,Tumakuru,2025-11-13,40.89
Tomato,Kolar,2025-11-13,32.18
Tomato,Chikkaballapur,2025-11-13,38.93
Tomato,Ramanagara,2025-11-13,40.9
Tomato,Hassan,2025-11-13,40.66
Tomato,Chikkamagaluru,2025-11-13,36.7
Tomato,Kodagu,2025-11-13,32.28
Tomato,Dakshina Kannada,2025-11-13,35.87
Tomato,Udupi,2025-11-13,33.24
Tomato,Uttara Kannada,2025-11-13,32.19
Tomato,Shivamogga,2025-11-13,32.65
Tomato,Davangere,2025-11-13,37.28
Tomato,Chitradurga,2025-11-13,36.8
Tomato,Ballari,2025-11-13,37.67
Tomato,Koppal,2025-11-13,38.47
Tomato,Raichur,2025-11-13,33.63
Tomato,Kalaburagi,2025-11-13,32.38
Tomato,Yadgir,2025-11-13,35.54
Tomato,Bidar,2025-11-13,40.34
Tomato,Vijayapura,2025-11-13,37.74
Tomato,Bagalkot,2025-11-13,36.15
Tomato,Belagavi,2025-11-13,29.49
Tomato,Dharwad,2025-11-13,40.39
Tomato,Gadag,2025-11-13,38.96
Tomato,Haveri,2025-11-13,33.29
Onion,Bangalore Urban,2025-11-13,28.56
Onion,Bangalore Rural,2025-11-13,28.59
Onion,Mysuru,2025-11-13,31.28
Onion,Mandya,2025-11-13,27.73
Onion,Tumakuru,2025-11-13,29.17
Onion,Kolar,2025-11-13,28.58
Onion,Chikkaballapur,2025-11-13,29.39
Onion,Ramanagara,2025-11-13,29.1
Onion,Hassan,2025-11-13,28.37
Onion,Chikkamagaluru,2025-11-13,28.06
Onion,Kodagu,2025-11-13,29.93
Onion,Dakshina Kannada,2025-11-13,23.92
Onion,Udupi,2025-11-13,29.23
Onion,Uttara Kannada,2025-11-13,30.16
Onion,Shivamogga,2025-11-13,29.6
Onion,Davangere,2025-11-13,25.64
Onion,Chitradurga,2025-11-13,29.07
Onion,Ballari,2025-11-13,27.75
Onion,Koppal,2025-11-13,32.24
Onion,Raichur,2025-11-13,27.15
Onion,Kalaburagi,2025-11-13,30.46
Onion,Yadgir,2025-11-13,25.47
Onion,Bidar,2025-11-13,27.91
Onion,Vijayapura,2025-11-13,25.34
Onion,Bagalkot,2025-11-13,26.21
Onion,Belagavi,2025-11-13,29.36
Onion,Dharwad,2025-11-13,32.51
Onion,Gadag,2025-11-13,30.74
Onion,Haveri,2025-11-13,27.67
Potato,Bangalore Urban,2025-11-13,28.81
Potato,Bangalore Rural,2025-11-13,23.94
Potato,Mysuru,2025-11-13,27.12
Potato,Mandya,2025-11-13,26.3
Potato,Tumakuru,2025-11-13,26.9
Potato,Kolar,2025-11-13,29.82
Potato,Chikkaballapur,2025-11-13,26.86
Potato,Ramanagara,2025-11-13,24.08
Potato,Hassan,2025-11-13,23.55
Potato,Chikkamagaluru,2025-11-13,25.28
Potato,Kodagu,2025-11-13,28.27
Potato,Dakshina Kannada,2025-11-13,25.25
Potato,Udupi,2025-11-13,26.27
Potato,Uttara Kannada,2025-11-13,24.23
Potato,Shivamogga,2025-11-13,28.11
Potato,Davangere,2025-11-13,23.57
Potato,Chitradurga,2025-11-13,27.51
Potato,Ballari,2025-11-13,25.52
Potato,Koppal,2025-11-13,22.88
Potato,Raichur,2025-11-13,25.84
Potato,Kalaburagi,2025-11-13,27.8
Potato,Yadgir,2025-11-13,27.37
Potato,Bidar,2025-11-13,23.06
Potato,Vijayapura,2025-11-13,26.63
Potato,Bagalkot,2025-11-13,26.82
Potato,Belagavi,2025-11-13,27.05
Potato,Dharwad,2025-11-13,26.76
